ProductID,Category,Colour,ProductTitle,ImageURL,Price,Condition
40989,Topwear,White,Gini and Jony Girls Milan White Top,http://assets.myntassets.com/v1/images/style/properties/51c287294ae1c465719654d225db960f_images.jpg,45,New
31122,Topwear,White,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/aa5db411e82b2cedfa6e956050fa2fbd_images.jpg,40,Used
23621,Dress,Navy Blue,Doodle Kids Girls Navy Blue Floral Print Dress,http://assets.myntassets.com/v1/images/style/properties/a4be477154c1abe180dd8875e082ad6d_images.jpg,50,Used
40945,Topwear,Navy Blue,Gini and Jony Girls Nautical Blues Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/3fd1f8b7bd76b7a218de2163c4c334b8_images.jpg,105,Used
41299,Topwear,Pink,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/f3b1ecf791b3086923c0d24278503c3d_images.jpg,100,Used
5438,Topwear,Blue,Ant Kids Girl's Humming Birds Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/c80a974a5e81c439cdbd5d8a59aa8d54_images.jpg,85,New
17621,Bottomwear,Pink,Doodle Girls Lace Bow LT.Pink Leggings,http://assets.myntassets.com/v1/images/style/properties/765d05919ac272d74378de084442ec6c_images.jpg,75,New
47151,Bottomwear,Black,Gini and Jony Kids Girls Black Capris,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Black-Capris_10487e9be9dbdeeb1e90b88cdca5fd4f_images.jpg,40,Used
40146,Bottomwear,Black,Gini and Jony Girls Elasticated Black Capris,http://assets.myntassets.com/v1/images/style/properties/d6ab04be6195441bf95bc235df5ee871_images.jpg,100,New
31125,Topwear,Peach,Palm Tree Girls Printed Peach Top,http://assets.myntassets.com/v1/images/style/properties/9ee58192d535bd6197575abe2b65ff20_images.jpg,100,Used
5575,Bottomwear,Green,Ant Kids Girl's Green Kidswear,http://assets.myntassets.com/v1/images/style/properties/f2ec93a92dc6cc6c41e9442f3e1f7d7a_images.jpg,60,New
41744,Topwear,White,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/7c905596f925884ae6f666eae99b9a1e_images.jpg,55,Used
24929,Dress,Navy Blue,United Colors of Benetton Kids Girls Navy Blue Dress,http://assets.myntassets.com/v1/images/style/properties/56c18f1453cc845163ebcfa815d54059_images.jpg,85,New
30727,Bottomwear,Green,Fabindia Girls Green Mangalgiri Salwar,http://assets.myntassets.com/v1/images/style/properties/0b2f0aea6f63b8891ab60dcf268827a2_images.jpg,110,Used
5581,Bottomwear,Pink,Ant Kids Girl's Flower Print Frill Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/6e904a394f7f2168108425278582170f_images.jpg,110,Used
18172,Topwear,Magenta,Doodle Kids Girls Magenta Layer Top,http://assets.myntassets.com/v1/images/style/properties/c51813ebc17aa2ac35d9bd13918e984b_images.jpg,40,Used
5586,Bottomwear,Brown,Ant Kids Girl's Tiger Print Kidswear,http://assets.myntassets.com/v1/images/style/properties/80805a17e37462f7f2e0373044341164_images.jpg,70,Used
33151,Topwear,Pink,Gini and Jony Girls Printed Pink Top,http://assets.myntassets.com/v1/images/style/properties/ca67b9192c78f27f924e325d32bbf50d_images.jpg,105,Used
34710,Topwear,Green,Allen Solly Kids Girls Polka Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/6e0f4aa5d284afc5ca10cadc725657ae_images.jpg,25,Used
18175,Dress,Lavender,Doodle Kids Girls Party Frock Lavender Dress,http://assets.myntassets.com/v1/images/style/properties/Doodle-Kids-Girls-Party-Frock-Lavender-Dress_f953dc1c6e0667de6e6143c9bc8e84df_images.jpg,60,Used
35432,Dress,Pink,Doodle Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/15bb1c9a2468a7c7685cedd967d70c41_images.jpg,55,New
41311,Bottomwear,White,Gini and Jony Girls Fixed Weast White Capris,http://assets.myntassets.com/v1/images/style/properties/69a8cd00dab8144c1ecdc1c17f1a8181_images.jpg,90,Used
30729,Bottomwear,Blue,Fabindia Girls Printed Blue Salwar,http://assets.myntassets.com/v1/images/style/properties/8f1136a979a7fd379124fc408c6288dc_images.jpg,30,New
34721,Bottomwear,Black,Allen Solly Kids Girls Twill Black Trousers,http://assets.myntassets.com/v1/images/style/properties/46834572a4f842f6a984ec1a3a86eb9e_images.jpg,120,Used
43687,Topwear,Pink,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/654e5e32ad789b464336bcf791ccac40_images.jpg,105,Used
34148,Bottomwear,Blue,Gini and Jony Girls Washed Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/c90319b0bf114581aa3dc692239a0607_images.jpg,45,New
41973,Topwear,Pink,Gini and Jony Girls Core Pink Top,http://assets.myntassets.com/v1/images/style/properties/d8dd724a0b5d3914d46fa0ff33cd4ebe_images.jpg,95,Used
2732,Topwear,White,Disney Kids Girl's White Round Neck Kidswear,http://assets.myntassets.com/v1/images/style/properties/583a974fad1c0648fb398ee36ce4c737_images.jpg,65,Used
37560,Bottomwear,White,Madagascar3 Girls White Shorts,http://assets.myntassets.com/v1/images/style/properties/3124d5493431f4486a78e225f16e063e_images.jpg,90,Used
38948,Topwear,Pink,Gini and Jony Girls Printed Pink Top,http://assets.myntassets.com/v1/images/style/properties/bd6beca2ecb6c032dd375ef31cdc4878_images.jpg,40,New
37558,Bottomwear,Pink,Madagascar3 Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/a24d56c62e864498ae9543debfd44f4e_images.jpg,30,New
37567,Topwear,Green,Madagascar3 Infant Girls Light Green  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/fa3f3b499d7acba16da2eb19bfcea79d_images.jpg,35,New
9927,Topwear,Orange,Doodle Girls Saturday 24Am Orange Tshirts,http://assets.myntassets.com/v1/images/style/properties/48096c6ccd4ec90cb07b0cdae76d76ec_images.jpg,25,Used
36217,Bottomwear,Pink,Gini Jony Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/7b3da832a680c583a16437cb72998447_images.jpg,90,New
39851,Topwear,Blue,Gini and Jony Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/0ecb4a9a26d5eea43cb8cb536d70f924_images.jpg,110,Used
24945,Topwear,Green,United Colors of Benetton Kids Girls Green Printed Top,http://assets.myntassets.com/v1/images/style/properties/b0741bcf511dc6a4d6e5efd9c9e0dbd3_images.jpg,120,Used
21853,Topwear,Orange,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/c6f8270f8dbed74b6f818d4ad78cddf4_images.jpg,90,Used
35450,Topwear,White,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/42ce8327e397e04e96d09e9cd367df8a_images.jpg,75,Used
34112,Topwear,White,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/b6f76356471bc5036529d22847f30b82_images.jpg,120,Used
2703,Topwear,Pink,Disney Kids Girl's Check Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/6d58c5c0a0a3a7a57153bf7f91af4e10_images.jpg,120,New
37569,Topwear,Green,Madagascar3 Infant Girls Light Green T-Shirt,http://assets.myntassets.com/v1/images/style/properties/8880a4bb94ce0a100fea981b3f1dc876_images.jpg,45,Used
24942,Topwear,Black,United Colors of Benetton Kids Girls Black Top,http://assets.myntassets.com/v1/images/style/properties/a02e50b2758a452e152466444c8142c7_images.jpg,50,Used
2704,Dress,White,Disney Kids Girl's White Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/94e188c83a2bb83e8744db8e103808d8_images.jpg,75,Used
34115,Dress,Blue,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/fcdf72bd05e4bebcbb8ee8c80cdb1f46_images.jpg,55,Used
38946,Topwear,Green,Gini and Jony Girls Printed Green Top,http://assets.myntassets.com/v1/images/style/properties/89bd4dc8836362078f69fe487f9bbdf2_images.jpg,45,New
35434,Dress,Blue,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/eb803400e8bf3cda9278c172dcb5df4b_images.jpg,65,Used
42592,Dress,Pink,United Colors of Benetton Kids Girls Pink Printed Dress,http://assets.myntassets.com/v1/images/style/properties/9144d031e862031c402cbf70d5f3493a_images.jpg,50,Used
34149,Bottomwear,Blue,Gini and Jony Girls Washed Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/88415cd8dc1afc94b06a2316fc0065ee_images.jpg,35,New
41310,Topwear,White,Gini and Jony Girls Knits White Top,http://assets.myntassets.com/v1/images/style/properties/b4eb0635acf3f7225c34eaef205608f6_images.jpg,60,New
23132,Topwear,Orange,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/477e9704cd34e7ece07773f290eef2f9_images.jpg,35,New
35433,Dress,Blue,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/040f4b797717b62190df0488dc7bfef8_images.jpg,75,Used
38922,Topwear,Green,Allen Solly Kids Girls Polka Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/be70aecdbc1daa56103753e0777c9c40_images.jpg,95,New
30728,Bottomwear,Orange,Fabindia Girls Orange Mangalgiri Salwar,http://assets.myntassets.com/v1/images/style/properties/9a1ad2d93bc7dd5a810d10f9d9b5aaf6_images.jpg,120,New
18174,Dress,Lavender,Doodle Kids Girls Party Frock Lavender Dress,http://assets.myntassets.com/v1/images/style/properties/188bb0c12181524f925643817ddba79d_images.jpg,40,Used
43688,Topwear,Pink,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/a2c6d8bd84ebea6950a692f6190e1c63_images.jpg,45,New
30726,Topwear,Blue,Fabindia Girls Printed Blue Lehenga Choli,http://assets.myntassets.com/v1/images/style/properties/6d7c154f64e508acf28fd45812fdb1c5_images.jpg,75,New
39835,Topwear,Peach,Gini and Jony Girls Printed Peach Top,http://assets.myntassets.com/v1/images/style/properties/a7e6fca57d133337f6e76e3b5e74fd20_images.jpg,65,New
39009,Topwear,Pink,Gini and Jony Girls Pretty Pink Top,http://assets.myntassets.com/v1/images/style/properties/33fcff5e472a1f64c56088da1e15030a_images.jpg,90,New
18173,Topwear,Magenta,Doodle Kids Girls Layer Magenta Top,http://assets.myntassets.com/v1/images/style/properties/125d4e288484ab5eb9b3576d10c4f90b_images.jpg,40,Used
37568,Topwear,Pink,Madagascar3 Infant Girls Pink  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/c0ea2379502c709bab7583a9e0d93c77_images.jpg,85,New
24943,Topwear,White,United Colors of Benetton Kids Girls White T-shirt,http://assets.myntassets.com/v1/images/style/properties/788904686845d131b3080703b7ed833f_images.jpg,40,New
36218,Bottomwear,Pink,Gini Jony Girls Pink Leggings,http://assets.myntassets.com/v1/images/style/properties/c70d9413e494e192242c534345a6fcf8_images.jpg,40,Used
38947,Topwear,Green,Gini and Jony Girls Printed Green Top,http://assets.myntassets.com/v1/images/style/properties/73a5142004af33e2e57bc6dfd086be88_images.jpg,50,Used
2705,Dress,Blue,Disney Kids Girl's Blue Pooh Blouse Kidswear,http://assets.myntassets.com/v1/images/style/properties/7ad1a1f284cd3f20793137fb1d3f1adc_images.jpg,45,New
34114,Dress,Blue,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/1aea73f3c304e3040415b062fb05045e_images.jpg,35,Used
24944,Topwear,Red,United Colors of Benetton Kids Girls Red Top,http://assets.myntassets.com/v1/images/style/properties/72c95798d2f69b2779ad3425d8f90cab_images.jpg,115,New
34113,Dress,Pink,Doodle Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/000174f2f726e70f43d452d37d63be73_images.jpg,85,New
43041,Topwear,Pink,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/fc76d54df4b8669a6b7ebd8cdd422e7a_images.jpg,60,Used
2702,Topwear,Blue,Disney Kids Girl's Blue Check Kidswear Shirt,http://assets.myntassets.com/v1/images/style/properties/9b347b32ebb06258003a14103ac0b699_images.jpg,70,New
35451,Topwear,White,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/e9ff9faeeaa1525cf4f2bc477f389862_images.jpg,70,New
24986,Topwear,White,United Colors of Benetton Kids Girls White Top,http://assets.myntassets.com/v1/images/style/properties/cc0e4445c913e9035687d41b8f4d39a3_images.jpg,25,New
41975,Bottomwear,White,Gini and Jony Girls White Pedal Pusher,http://assets.myntassets.com/v1/images/style/properties/6d68a19ae5708b220e246c777c9dd890_images.jpg,80,Used
38949,Topwear,Pink,Gini and Jony Girls Printed Pink Top,http://assets.myntassets.com/v1/images/style/properties/85fc195f1469f2d70d3f889e24f443f0_images.jpg,120,Used
37559,Bottomwear,Green,Madagascar3 Girls Green Shorts,http://assets.myntassets.com/v1/images/style/properties/d51cfcda64ad50e35d55be5de01b7836_images.jpg,80,Used
36216,Bottomwear,Magenta,Gini and Jony Girls Core Magenta Shorts,http://assets.myntassets.com/v1/images/style/properties/75d12afdb462482c33821215208e6bc6_images.jpg,95,New
37566,Topwear,Pink,Madagascar3 Infant Girls Pink  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/514f407e564a4ed1e6b8e4b7629e950f_images.jpg,115,New
21863,Topwear,Yellow,Chhota Bheem Kids Girls Lets Catch Them Yellow Top,http://assets.myntassets.com/v1/images/style/properties/fa10019b09df17da1f1abf127564d4a4_images.jpg,85,New
38340,Topwear,Off White,Mr. Men Little Miss Girls Off White Top,http://assets.myntassets.com/v1/images/style/properties/864e3956926fcc6b2cdba1efdd560ae6_images.jpg,30,Used
41972,Topwear,Blue,Gini and Jony Girls Summer Up Blue Top,http://assets.myntassets.com/v1/images/style/properties/8052d65cd17bd197d8dcaba23f6337de_images.jpg,55,Used
37561,Topwear,Pink,Madagascar3 Infant Girls Pink Snapsuit Romper,http://assets.myntassets.com/v1/images/style/properties/90b51413b2ba03c732d1c0b046b29c7d_images.jpg,115,Used
35442,Topwear,White,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/9379337bd2128b08d61013ce51ff6758_images.jpg,90,New
2711,Dress,Pink,Disney Kids Girl's Halter Neck Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/fc6d2b58d0eeb683f893d94381128dba_images.jpg,110,Used
3896,Bottomwear,Blue,Disney Kids Girl's Denim Minnie Dark Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/614c9a59da5280c623d964f4457516f0_images.jpg,85,Used
37588,Topwear,Pink,Madagascar3 Infant Girls Pink  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/71ad4f3dab039bf26ca14412ead946b5_images.jpg,105,New
38998,Dress,Pink,Gini and Jony Girls Summer Paradise Pink Dress,http://assets.myntassets.com/v1/images/style/properties/7202f940405db7155818d7aba16aedb1_images.jpg,80,Used
34107,Topwear,Pink,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/b33f443f510c4e83437e2c9f9cdb17ce_images.jpg,20,New
13341,Bottomwear,Purple,Gini and Jony Girls Purple Capris,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Kids-Girls-Solid-Purple-Capris_c0539493326d8119a49b6eb5f2b0307f_images.jpg,40,Used
2716,Topwear,Red,Disney Kids Girl's Minnie Red Stripped Kidswear,http://assets.myntassets.com/v1/images/style/properties/9366437c28adc7c0eaaa749d6bd36c30_images.jpg,115,Used
35445,Topwear,Pink,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/fda6080ccd07d1cbcf8501f6576caeb7_images.jpg,105,Used
3898,Topwear,Pink,Disney Kids Girl's Pink Pooh And Tree Kidswear,http://assets.myntassets.com/v1/images/style/properties/c3cf4a7860dd269dbe9886c25d467dbd_images.jpg,100,Used
24992,Bottomwear,Pink,United Colors of Benetton Kids Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/df1bd75393a273217360a8030f54a32d_images.jpg,60,Used
41995,Bottomwear,Blue,Gini and Jony Girls Blue Pedal Pusher,http://assets.myntassets.com/v1/images/style/properties/23d7b8ecb92db6ab6b46408fbfb42020_images.jpg,60,New
38505,Bottomwear,Blue,Gini and Jony Girls Woven Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/319f0bb2a323a23d1c575e34cf38ff4e_images.jpg,30,New
3853,Topwear,Pink,Disney Kids Girl's Pink Daisy and Squirrel Kidswear,http://assets.myntassets.com/v1/images/style/properties/a85baa1bed5c1a6143343a649ddc2e44_images.jpg,35,New
37581,Bottomwear,Green,Madagascar 3 Girls Light Green Shorts,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Girls-Green-Shorts_45fe10f444424902577bfd76c4d8f344_images.jpg,75,Used
38502,Bottomwear,Navy Blue,Gini and Jony Girls Woven Navy Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/8b01cdf6da60ef9686ea6fcb2063a3cc_images.jpg,20,Used
3854,Topwear,Pink,Disney Kids Girl's Pink Minnie Sunshine Kidswear,http://assets.myntassets.com/v1/images/style/properties/5d55a09f1639d9ba95b5bc40b41f52f1_images.jpg,45,New
2718,Topwear,Red,Disney Kids Girl's Red Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/c0b9b2be40cb0b5a14ec4ee6cee24db4_images.jpg,40,Used
34109,Topwear,Blue,Doodle Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/768bee8b8ea7a4f8ff715318871ac81c_images.jpg,115,New
8420,Topwear,Pink,Doodle Girl's Crazy And Funny Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/093180fee50206fc8bb3814eef3db6c1_images.jpg,30,New
16803,Bottomwear,Beige,ANT Kids Girls Solid Beige Short,http://assets.myntassets.com/v1/images/style/properties/e92494e2062b248942fa0a86af93a299_images.jpg,55,New
38931,Bottomwear,Blue,Gini and Jony Girls Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Girls-Blue-Jeans_db31111d6e675c730fe27a1ccbeeb0bd_images.jpg,70,Used
34162,Topwear,White,Gini and Jony Girls White Top,http://assets.myntassets.com/v1/images/style/properties/fa39570f4658f77718462592c11060ab_images.jpg,55,New
16804,Dress,White,ANT Kids Girls Printed White Dress,http://assets.myntassets.com/v1/images/style/properties/34cd2d213e286954a2bdeac8102b70b5_images.jpg,35,Used
34165,Topwear,White,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/9aa40452b02073326839a45d97d6f987_images.jpg,80,New
8418,Topwear,Blue,Doodle Girl's Crazy Funny Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/7fc66085d8d8862d0cd02a666315a574_images.jpg,70,New
18169,Dress,Pink,Doodle Kids Girls Party Frock Pink Dress,http://assets.myntassets.com/v1/images/style/properties/342ab2d111864ac2fd561b5bdd5d6858_images.jpg,65,Used
38331,Topwear,White,Hannah Montana Girls White Top,http://assets.myntassets.com/v1/images/style/properties/8e559f945895ee577d4b20626608911a_images.jpg,55,Used
41756,Topwear,Pink,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/b0d1e113330843fc949c25eebefcf706_images.jpg,120,New
2742,Topwear,White,Disney Kids Girl's White Minnie & Red Kidswear,http://assets.myntassets.com/v1/images/style/properties/0be8612dfaa3de7c23a41edc5ab14383_images.jpg,25,New
38900,Bottomwear,Yellow,Allen Solly Kids Girls Poplin Yellow Capris,http://assets.myntassets.com/v1/images/style/properties/5ad8c26a4172a70ecd7d8f9c6c741ce6_images.jpg,80,Used
4217,Topwear,Blue,Disney Kids Girl's Blue Disney Jeans Kidswear,http://assets.myntassets.com/v1/images/style/properties/225ee5c6f582f76035a26af2b61674db_images.jpg,110,Used
38336,Topwear,Pink,Mr. Men Little Miss Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/39b0a8e220b38233a4dae8bdb6cf956b_images.jpg,20,New
18167,Dress,Magenta,Doodle Kids Girls Party Frock Purple Dress,http://assets.myntassets.com/v1/images/style/properties/dc72e560cf532568e4aaa00f869b92dd_images.jpg,70,Used
38907,Topwear,Red,Allen Solly Kids Girls Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/1d870ccd90b83e5dff356c420e50c570_images.jpg,115,Used
37580,Bottomwear,Pink,Madagascar 3 Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Girls-Pink-Shorts_de66d9c0ab194d23771cbf16d2c6d222_images.jpg,70,New
34108,Topwear,Pink,Doodle Girls Printed Orange Top,http://assets.myntassets.com/v1/images/style/properties/94649819bf694a0cd635a54b98fce16b_images.jpg,105,New
52128,Dress,Blue,Doodle Girls Blue Washed Dress,http://assets.myntassets.com/v1/images/style/properties/d57770bf96700837054e5603695a3a39_images.jpg,55,New
38503,Bottomwear,Blue,Gini and Jony Girls Woven Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/b1f5b8ae9f07cd08cae46c0b470cc6b7_images.jpg,80,Used
3855,Topwear,Red,Disney Kids Girl's Red Pretty as a Flower Kidswear,http://assets.myntassets.com/v1/images/style/properties/e4143e0dfda879afe259265dee86337e_images.jpg,45,New
39845,Topwear,Green,Gini And Jony Girls Striped Green Top,http://assets.myntassets.com/v1/images/style/properties/49266dcf0cb4b975fa26fcc6a4d8a6df_images.jpg,110,Used
38997,Dress,Blue,Gini and Jony Girls Digital Blue Dress,http://assets.myntassets.com/v1/images/style/properties/dcd3a570d62f3c6ba564fa1586829694_images.jpg,80,Used
3899,Topwear,White,Disney Kids Girl's Pooh And Tree White Kidswear,http://assets.myntassets.com/v1/images/style/properties/17ce88fee66bfa32478dfae59bffb8fe_images.jpg,110,New
38504,Bottomwear,Navy Blue,Gini and Jony Girls Navy Blue Skirts,http://assets.myntassets.com/v1/images/style/properties/e3ba23f70405f79668f7d906fddb067f_images.jpg,30,New
3852,Topwear,Pink,Disney Kids Girl's Pink Daisy Kidswear,http://assets.myntassets.com/v1/images/style/properties/d5497eacb345a8838c4b2d13c6b4b131_images.jpg,70,New
24993,Bottomwear,Navy Blue,United Colors of Benetton Kids Girls Navy Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/b1a94a17b2b13411e7d752a48002c041_images.jpg,120,New
35444,Topwear,Pink,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/2566281efc1afdccb0ed4a8f040dd819_images.jpg,35,New
34106,Topwear,White,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/ca727b75ad5d9b10cae5a2423f0cc69b_images.jpg,100,Used
52126,Topwear,Red,Doodle Girls Red Printed Top,http://assets.myntassets.com/v1/images/style/properties/c792532e910454e282139310520e0610_images.jpg,25,New
2717,Topwear,Blue,Disney Kids Girls  Kidswear,http://assets.myntassets.com/v1/images/style/properties/37019d0cb2a42dd7263ab83ba79715f4_images.jpg,25,Used
2728,Topwear,Pink,Disney Kids Girl's Pink & White Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/e4046eccc99913a2947a3af9a3dc19c5_images.jpg,120,Used
2710,Dress,White,Disney Kids Girl's White Daisy Kidswear,http://assets.myntassets.com/v1/images/style/properties/c5cf3357d4dcd6b2cf1f9d45f8e2ce5f_images.jpg,50,Used
3897,Topwear,White,Disney Kids Girl's Pooh And Hearts White Kidswear,http://assets.myntassets.com/v1/images/style/properties/c8bf2e78e345a6a544f377bea7d6cc59_images.jpg,90,Used
8417,Topwear,Yellow,Doodle Girl's Saturday 24Am Yellow Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/8f0f630e0959eb754af3a8819343b90e_images.jpg,110,Used
38337,Topwear,Yellow,Mr. Men Little Miss Girls Yellow Top,http://assets.myntassets.com/v1/images/style/properties/e73fac346743a1acea3e12305851bc5a_images.jpg,120,New
18166,Dress,Magenta,Doodle Kids Girls Party Frock Purple Dress,http://assets.myntassets.com/v1/images/style/properties/6fd9739f9f81508a9c1715c6115732e8_images.jpg,90,New
2744,Topwear,Orange,Disney Kids Girl's Orange Stripe Kidswear,http://assets.myntassets.com/v1/images/style/properties/12afa5e0e04ef4496a279fb9bc3e5803_images.jpg,20,New
34155,Topwear,Magenta,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/65ac0645f262a17887d48b572101d521_images.jpg,40,Used
38330,Topwear,Yellow,Hannah Montana Girls Yellow Printed Tops,http://assets.myntassets.com/v1/images/style/properties/93ad7490fe20a6a5d4d7281cdce56709_images.jpg,80,New
4216,Topwear,Yellow,Disney Kids Girl's Yellow Fun In The Fair Kidswear,http://assets.myntassets.com/v1/images/style/properties/3458de8c3de523b83e802072d4c7be75_images.jpg,95,Used
41757,Topwear,Yellow,Doodle Girls Printed Yellow Top,http://assets.myntassets.com/v1/images/style/properties/f94d86d19cf73000631c87f51ebf4ff3_images.jpg,90,Used
34152,Topwear,Blue,Gini and Jony Girls Blue Top,http://assets.myntassets.com/v1/images/style/properties/b2c281344b9a34f7e709022b0495f06b_images.jpg,80,New
16805,Bottomwear,Black,ANT Kids Girls Printed Black Skirt,http://assets.myntassets.com/v1/images/style/properties/67808521d25ccb25b0378cf3329c37bc_images.jpg,70,New
18168,Dress,Pink,Doodle Kids Girls Party Frock Pink Dress,http://assets.myntassets.com/v1/images/style/properties/bcd2ae1025bc8ef982251048026b6f8c_images.jpg,110,New
43694,Dress,Navy Blue,Doodle Girls Navy Blue Dress,http://assets.myntassets.com/v1/images/style/properties/00ed19aed90b0d89a7ca455fd3ee1ddc_images.jpg,120,Used
8419,Topwear,Blue,Doodle Girl's Crazy Funny Blue Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/13183fbc6e5e55b520a55c466db07056_images.jpg,105,New
34164,Topwear,Red,Gini and Jony Girls Red Top,http://assets.myntassets.com/v1/images/style/properties/c06d525191d55960b27d1ef4c8793218_images.jpg,40,Used
41759,Dress,Navy Blue,Doodle Girls Navy Blue Dress,http://assets.myntassets.com/v1/images/style/properties/99760b8dd7813db663dd3c1195cfa56e_images.jpg,85,New
4218,Topwear,Purple,Disney Kids Girl's Purple Disney Jeans Kidswear,http://assets.myntassets.com/v1/images/style/properties/a3b3f95003884d011def45ecc925d07b_images.jpg,70,New
34163,Topwear,White,Gini and Jony Girls White Top,http://assets.myntassets.com/v1/images/style/properties/754bd69c15f4c1112d458a73fbba196c_images.jpg,65,Used
41302,Dress,Pink,Gini and Jony Girls Blue Saloppette,http://assets.myntassets.com/v1/images/style/properties/ef602db2ae2b3d0b8d4aaca292811ddd_images.jpg,120,New
38930,Bottomwear,Blue,Gini and Jony Girls Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Girls-Blue-Jeans_2699419d566f18d69e59b69a7b416719_images.jpg,20,Used
34011,Topwear,White,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/c2c52e32e52af853214705664149f839_images.jpg,55,Used
4193,Topwear,Pink,Disney Kids Girl's Spaghetti Pink Pooh Top Kidswear,http://assets.myntassets.com/v1/images/style/properties/db2544ac307582cd95f1481ed7e9dcb4_images.jpg,90,New
38287,Topwear,Pink,Kids Ville Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/87ef8116c0b4a4092e30c07d2ddc6263_images.jpg,60,New
40993,Topwear,Pink,Gini and Jony Girls Pink Striped Top,http://assets.myntassets.com/assets/images/40993/2018/3/14/11521029937692-Gini-and-Jony-Girls-Woven-Pink-Tops-7341521029937469-1.jpg,65,New
34016,Topwear,Red,Gini and Jony Girls Red Top,http://assets.myntassets.com/v1/images/style/properties/3ad59eed1f004d6dace82afa2a76c470_images.jpg,95,Used
